uuoo,uoou,oouu,ouuo
7.839000701904297,7.743247032165527,7.658073425292969,7.559813499450684
14.547236442565918,16.11102294921875,16.01605987548828,14.426027297973633
8.729366302490234,9.256882667541504,9.502638816833496,8.504151344299316
14.470447540283203,15.674338340759277,15.180511474609375,14.240659713745117
12.98955249786377,13.687663078308105,13.416254997253418,12.802008628845215
12.579319953918457,13.896106719970703,13.130704879760742,12.042208671569824
13.84860897064209,13.4246826171875,13.119007110595703,12.845178604125977
15.609489440917969,17.350486755371094,16.903547286987305,14.83065128326416
25.01149559020996,26.551084518432617,25.66557502746582,24.869504928588867
14.80095100402832,14.762100219726562,14.784592628479004,13.987707138061523
9.471138000488281,10.079598426818848,10.036855697631836,9.283320426940918
21.05620765686035,21.7025089263916,20.77248191833496,20.42447853088379
12.033653259277344,11.88103199005127,11.707304954528809,12.167080879211426
12.605592727661133,12.713834762573242,13.274410247802734,11.927507400512695
12.622440338134766,13.45100212097168,13.390594482421875,12.509631156921387
11.920673370361328,14.026311874389648,13.737481117248535,11.631171226501465
11.498167037963867,12.806370735168457,13.314108848571777,10.881112098693848
4.994563102722168,5.326717853546143,5.324917793273926,5.031059741973877
5.356466293334961,5.297770023345947,5.459172248840332,5.314748287200928
12.714859008789062,12.392278671264648,12.137797355651855,12.218921661376953
10.40163803100586,9.569524765014648,9.394269943237305,9.80550479888916
19.495372772216797,21.313034057617188,20.94149398803711,18.005048751831055
7.938884735107422,8.26685619354248,8.32878303527832,7.772535800933838
9.75777816772461,11.126937866210938,10.894558906555176,9.694928169250488
14.284222602844238,14.418950080871582,14.636078834533691,13.663394927978516
13.713526725769043,13.02327823638916,13.437068939208984,13.016305923461914
13.386795997619629,12.403828620910645,12.431767463684082,12.946856498718262
10.789966583251953,10.920093536376953,10.684078216552734,10.076460838317871
19.248790740966797,19.247331619262695,19.38111114501953,17.7553653717041
6.464303493499756,6.5204925537109375,6.707830905914307,6.518263816833496
5.622204780578613,5.540242671966553,5.79173469543457,5.634350299835205
15.491000175476074,16.171903610229492,16.03048324584961,14.5040922164917
25.187725067138672,24.2409610748291,23.947553634643555,23.528430938720703
9.198357582092285,9.338706970214844,9.555760383605957,8.797965049743652
13.261616706848145,14.516189575195312,14.216963768005371,12.629785537719727
19.312780380249023,19.908527374267578,19.735380172729492,18.158411026000977
15.41052532196045,17.0124568939209,17.321348190307617,14.6909761428833
9.357613563537598,9.615750312805176,9.180289268493652,9.357736587524414
9.448781967163086,9.769261360168457,9.769033432006836,9.40086555480957
12.055448532104492,12.506326675415039,13.127055168151855,11.938847541809082
