uuoo,uoou,oouu,ouuo
27.58759880065918,35.577178955078125,29.294055938720703,26.536670684814453
30.265628814697266,29.12828254699707,27.504302978515625,27.969850540161133
27.774959564208984,28.470619201660156,25.744699478149414,27.521379470825195
28.493566513061523,27.289871215820312,24.270448684692383,26.62896156311035
31.049007415771484,29.869935989379883,27.95710563659668,29.89651870727539
30.092082977294922,30.3447322845459,27.80233383178711,27.47414207458496
40.406005859375,38.43136215209961,34.45265579223633,37.83039474487305
31.315732955932617,28.765127182006836,26.627866744995117,28.598846435546875
47.20997619628906,49.171104431152344,43.33795928955078,42.433937072753906
42.101593017578125,52.674720764160156,46.202415466308594,38.745628356933594
44.25303268432617,44.12983703613281,39.617408752441406,41.22631072998047
31.67035675048828,33.398887634277344,29.012943267822266,28.89868927001953
28.85715675354004,28.21259307861328,25.97307777404785,28.850370407104492
40.86355972290039,45.55037307739258,39.429237365722656,35.83020782470703
39.840694427490234,42.62131881713867,39.63343811035156,37.58678436279297
25.274734497070312,20.051408767700195,18.169361114501953,22.74710464477539
27.19438934326172,23.592018127441406,20.67964744567871,24.720956802368164
58.82454299926758,56.909698486328125,51.08921813964844,56.403099060058594
24.128694534301758,25.246723175048828,21.361839294433594,22.299711227416992
37.446842193603516,40.1237678527832,37.0636100769043,34.57603073120117
41.48389434814453,41.412315368652344,37.32437515258789,37.42692184448242
23.993925094604492,21.453113555908203,22.09261703491211,22.92188262939453
26.65683364868164,25.84926414489746,25.343994140625,26.76845932006836
36.50495147705078,40.66381072998047,36.874732971191406,33.71371841430664
54.59341049194336,51.882896423339844,47.595176696777344,51.20654296875
51.533660888671875,53.74674987792969,48.26352310180664,50.02424621582031
44.79496383666992,48.662147521972656,41.17946243286133,41.510807037353516
53.29756546020508,59.38723373413086,50.830902099609375,50.826210021972656
34.4803466796875,40.06706237792969,34.27980422973633,32.65209197998047
23.86857795715332,27.271251678466797,24.597177505493164,23.04090690612793
34.023258209228516,34.73414993286133,31.962326049804688,32.45878982543945
40.68758773803711,43.19117736816406,38.158287048339844,38.225284576416016
50.97418212890625,69.04901123046875,52.304378509521484,47.026100158691406
37.2699089050293,40.40186309814453,32.104434967041016,34.489559173583984
36.25455856323242,40.96151351928711,34.52947998046875,33.86000061035156
36.177955627441406,41.82374572753906,35.162715911865234,33.29470443725586
39.17060470581055,43.005069732666016,40.55687713623047,37.73621368408203
44.708683013916016,45.83536911010742,40.81524658203125,42.69044494628906
66.09622192382812,48.716190338134766,46.18906784057617,62.83225631713867
