uuoo,uoou,oouu,ouuo
14.47472858428955,14.5159273147583,14.220770835876465,14.049782752990723
10.371671676635742,11.45308780670166,11.77586555480957,9.972217559814453
19.94266700744629,20.65625762939453,20.343172073364258,19.030487060546875
26.991106033325195,27.507936477661133,27.751314163208008,25.73493003845215
16.327993392944336,17.224523544311523,16.160560607910156,16.300474166870117
12.46678352355957,12.70116138458252,12.690510749816895,12.211498260498047
21.732275009155273,24.27686309814453,24.107465744018555,19.93293571472168
19.526466369628906,19.2836856842041,18.148578643798828,18.547191619873047
15.428292274475098,14.443675994873047,14.773529052734375,14.791620254516602
45.58706283569336,47.55546951293945,47.10572814941406,43.94626235961914
20.713512420654297,20.164236068725586,19.891036987304688,21.10040855407715
16.815954208374023,16.001747131347656,16.268508911132812,16.394807815551758
17.916074752807617,19.913293838500977,18.821765899658203,17.507169723510742
15.318670272827148,17.972688674926758,16.23276710510254,15.36788272857666
13.80925178527832,15.099417686462402,14.40488338470459,13.51560115814209
11.911547660827637,12.840092658996582,12.366789817810059,11.75611686706543
25.70171546936035,30.720746994018555,30.350534439086914,26.876476287841797
9.360163688659668,9.374034881591797,9.510510444641113,9.071980476379395
20.780080795288086,18.383153915405273,19.05132484436035,20.585466384887695
19.161943435668945,19.562528610229492,18.27824592590332,18.70561408996582
7.274336338043213,7.342139720916748,7.195407867431641,6.915572643280029
20.157838821411133,21.965137481689453,21.172029495239258,19.56557273864746
18.0952091217041,17.53840446472168,16.88093376159668,17.3883113861084
17.623620986938477,17.57419776916504,16.858612060546875,17.84077262878418
16.1389102935791,17.10525894165039,16.74236297607422,16.568233489990234
12.980172157287598,13.307316780090332,13.108595848083496,12.846918106079102
13.369058609008789,14.751565933227539,14.701266288757324,12.71983528137207
21.72195053100586,21.283113479614258,20.438566207885742,20.8350830078125
25.886205673217773,27.17635154724121,27.375043869018555,24.992069244384766
14.334943771362305,13.559946060180664,13.478825569152832,13.930426597595215
11.355216979980469,11.870360374450684,11.507803916931152,11.621036529541016
21.073680877685547,22.09190559387207,21.790048599243164,20.754676818847656
13.089921951293945,15.015283584594727,15.18476390838623,12.714129447937012
14.220940589904785,13.963358879089355,13.614845275878906,13.696473121643066
26.265804290771484,24.298368453979492,23.767601013183594,26.297618865966797
20.831422805786133,25.38391876220703,25.225051879882812,20.94285774230957
25.774768829345703,30.366878509521484,28.888301849365234,25.05670166015625
13.065007209777832,12.740021705627441,12.951894760131836,14.09366226196289
12.86168384552002,13.21285343170166,13.600807189941406,13.435361862182617
10.102028846740723,10.728267669677734,10.980759620666504,9.60183048248291
18.197851181030273,18.931196212768555,18.477760314941406,18.034908294677734
22.612829208374023,22.999238967895508,22.73491668701172,23.962926864624023
22.475032806396484,22.23573112487793,21.830930709838867,21.918170928955078
