uuoo,uoou,oouu,ouuo
20.937101364135742,19.048585891723633,18.807897567749023,21.868026733398438
17.970996856689453,18.405977249145508,18.904508590698242,18.7436580657959
14.414375305175781,16.18448829650879,16.055578231811523,15.431694984436035
17.888065338134766,20.449953079223633,20.280784606933594,18.93121337890625
16.76007080078125,19.451623916625977,18.946300506591797,17.97861671447754
27.126462936401367,31.761838912963867,32.60469436645508,28.68882942199707
21.174671173095703,20.888965606689453,20.44597053527832,22.509654998779297
34.21183776855469,29.244781494140625,28.467103958129883,35.78035354614258
20.860198974609375,24.474437713623047,24.358261108398438,22.208181381225586
38.984107971191406,39.90460205078125,44.70241928100586,44.03779220581055
15.834208488464355,17.30951499938965,17.326461791992188,16.719636917114258
18.274778366088867,20.623733520507812,20.822772979736328,19.646839141845703
36.56943893432617,46.6320915222168,47.26975631713867,41.608734130859375
39.10650634765625,46.27504348754883,45.83380889892578,43.38901138305664
18.274778366088867,20.623733520507812,20.822772979736328,19.646839141845703
12.934728622436523,13.66790771484375,13.472027778625488,13.346176147460938
43.13273620605469,50.78374481201172,52.431983947753906,45.85253143310547
24.410247802734375,24.029939651489258,24.244579315185547,25.72612762451172
19.086849212646484,17.99964141845703,17.586700439453125,20.57012367248535
31.42088508605957,31.2310848236084,31.6492977142334,33.71770477294922
16.974428176879883,16.73504638671875,17.102842330932617,17.398468017578125
5.734372138977051,6.3406081199646,6.466723442077637,6.044918537139893
23.501258850097656,21.197349548339844,20.712371826171875,22.59281349182129
42.958900451660156,49.314544677734375,51.410919189453125,47.69339370727539
17.82562828063965,18.175495147705078,18.486690521240234,17.61127471923828
49.523414611816406,47.542476654052734,50.37540054321289,51.76253890991211
42.958900451660156,49.314544677734375,51.410919189453125,47.69339370727539
