uuoo,uoou,oouu,ouuo
25.583105087280273,29.315086364746094,30.187389373779297,27.555809020996094
28.067888259887695,30.432456970214844,31.962608337402344,30.051237106323242
13.402226448059082,14.939786911010742,15.211222648620605,14.481836318969727
29.040225982666016,30.25313377380371,30.651323318481445,30.894824981689453
21.695369720458984,23.569406509399414,24.44383430480957,22.044893264770508
17.871870040893555,19.836530685424805,20.215328216552734,18.55039405822754
26.502614974975586,29.968353271484375,29.93417739868164,28.300111770629883
21.257160186767578,24.041372299194336,23.960094451904297,22.728796005249023
16.188968658447266,17.17070960998535,17.12025260925293,16.28530502319336
18.108121871948242,22.801380157470703,22.466411590576172,19.109804153442383
30.819660186767578,32.54784393310547,33.92926788330078,33.3007926940918
22.69005584716797,25.42194175720215,25.26728630065918,24.226245880126953
30.025468826293945,29.973119735717773,30.059341430664062,32.74987030029297
22.343364715576172,24.493206024169922,25.61423110961914,24.11850357055664
25.71755599975586,26.19220542907715,26.11037826538086,26.98316764831543
26.373615264892578,28.916305541992188,29.255271911621094,28.58896827697754
16.832134246826172,18.6104793548584,18.92445945739746,17.158132553100586
15.646480560302734,18.26285171508789,18.45246696472168,16.086877822875977
25.166948318481445,26.611587524414062,26.417253494262695,26.368396759033203
19.430891036987305,22.40006446838379,23.28986167907715,20.64947509765625
13.800625801086426,14.31821060180664,15.096922874450684,14.185014724731445
21.560815811157227,24.27855682373047,25.142982482910156,22.71378517150879
43.34561538696289,57.529541015625,58.08776092529297,47.49203872680664
15.46561050415039,15.552889823913574,16.198938369750977,16.44185447692871
21.983318328857422,22.521265029907227,22.801912307739258,22.341468811035156
28.14051628112793,31.064685821533203,31.987545013427734,29.912551879882812
15.178483963012695,15.546060562133789,16.636205673217773,15.806414604187012
21.49083709716797,25.179996490478516,24.891002655029297,22.726776123046875
29.494304656982422,29.655773162841797,29.891557693481445,30.49556541442871
30.287982940673828,29.24856185913086,30.215356826782227,30.60858154296875
10.24506950378418,11.23208236694336,11.156617164611816,10.488389015197754
12.450923919677734,12.243744850158691,12.36752700805664,12.75656509399414
14.176401138305664,15.5641450881958,15.602825164794922,14.53287124633789
35.704341888427734,33.46844482421875,34.78466796875,36.70757293701172
30.414016723632812,33.24422073364258,33.49959182739258,34.81515121459961
21.416093826293945,26.206104278564453,26.91307830810547,22.80061912536621
45.50252914428711,49.45393753051758,51.5306510925293,49.494873046875
25.854835510253906,26.981597900390625,27.586685180664062,28.041845321655273
12.851093292236328,13.810132026672363,14.313708305358887,13.928707122802734
34.22574996948242,37.801815032958984,37.80818557739258,37.01164245605469
23.36082649230957,26.855165481567383,27.163442611694336,24.891613006591797
30.12409019470215,33.39029312133789,34.09809875488281,33.4907112121582
21.330459594726562,20.79933738708496,21.564050674438477,24.0157470703125
12.627530097961426,12.761009216308594,12.854042053222656,13.280915260314941
17.222824096679688,17.242290496826172,17.358348846435547,18.33147621154785
37.70173645019531,45.32410430908203,41.89181900024414,40.00481033325195
21.136911392211914,22.57987403869629,22.777809143066406,22.61505126953125
33.05038833618164,36.71026611328125,37.647151947021484,34.80811309814453
26.679685592651367,26.33591651916504,25.977556228637695,29.246784210205078
33.80409622192383,36.490478515625,38.478328704833984,36.124385833740234
33.32268142700195,35.298583984375,35.64653778076172,37.903587341308594
25.57484245300293,29.75490379333496,30.864273071289062,29.033004760742188
19.739768981933594,22.42885398864746,23.352128982543945,21.388906478881836
36.691497802734375,35.872398376464844,38.98609161376953,39.87171936035156
36.9102668762207,37.317413330078125,38.07089614868164,40.12181091308594
20.032638549804688,20.298765182495117,20.166494369506836,21.333593368530273
